rank,restaurant name,general rating,number of reviews,tags,address,phone number,website url,menu url,timetable,email address,travelers choice,michelin,food rating,service rating,value rating,atmosphere rating,description,dutch description,price range,cuisines,special diets,meals,restaurant features,id
#24,Osteria Delicati,4.5 of 5 bubbles,502 reviews,$$ - $$$|Italian|Mediterranean|Romana,"Drabstraat 17 Building With Bright Blue Facade, Ghent 9000 Belgium",+32 9 391 80 50,http://www.osteriadelicati.be/,,True,ludovica.resto@telenet.be,True,False,4.5,4.5,4.0,-1.0,,"De gerechten bij Osteria Delicati worden bereid met kwaliteitsproducten die rechtstreeks worden ingevoerd vanuit Italië: kwaliteitspasta, geproduceerd volgens eeuwenoude traditie, een rijk gamma aan vleeswaren uit de regio Umbrië (in het hart van Italië), kazen uit Viterbo op basis van schapenmelk, extra vergine olijfolie van topkwaliteit enz. Reserveer nu en kom zelf de Italiaanse keuken ontdekken!

Bereid volgens de traditionele, Italiaanse kookkunst, toveren wij deze ingrediënten om tot een heel gevarieerd menu, met een ruime keuze aan pasta's: u heeft de keuze uit maar liefst 18 verschillende pastagerechten, met vlees of vis, gegrilde groenten, met olie, zeevruchten, carpaccio van vis of vlees, en steeds vergezeld van heerlijke kwaliteitswijnen uit verschillende regio's van Italië.",€25 - €50,"Italian, Mediterranean, Romana, Lazio, Central-Italian","Vegetarian Friendly, Vegan Options, Gluten Free Options","Lunch, Dinner","Takeout, Reservations, Seating, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Wine and Beer, Accepts Mastercard, Accepts Visa, Digital Payments, Accepts Credit Cards, Table Service",8423272
#25,Mr. Sato,5.0 of 5 bubbles,62 reviews,Japanese|Bar|Asian|Pub,"Akkerhage 10 Verdieping 10, Ghent 9000 Belgium",+32 9 396 55 55,http://www.hotelgent.be/eten-drinken/skybar/mr-sato,https://www.hotelgent.be/eten-drinken/skybar/mr-sato,True,sato@gent.valk.com,False,False,5.0,4.5,4.5,-1.0,"Youkoso! Mr. Sato heet u welkom, op de tiende verdieping van Hotel Gent, met een nieuw shared dining concept. Chef Takehiko Sato heeft ‘’Japanese cuisine’’ gestudeerd aan de Tsuji and Yamato ramen school. Met zijn passie voor de Japanse keuken en nieuwsgierigheid naar de Franse keuken, zal Mr. Sato u verrassen met unieke smaken. Met zijn jarenlange ervaring in sakitori en sushi restaurants in Japan, gespecialiseerd in vis en gevogelte, creëert Mr. Sato de lekkerste Aziatische gerechten. Ontdek de creaties van Mr. Sato onder het genot van een heerlijke cocktail in luxueuze Cosmopolitan sfeer. Onze Skybar bestaat uit twee zijden. In de linkerzijde van onze Skybar bevindt zich het restaurant waar u kunt genieten van Asian sharing gerechten. Aan de rechterzijde bevindt zich onze cocktailbar en kunt u genieten van heerlijke cocktails en drankjes.",,No pricing available,"Japanese, Asian, Japanese Fusion, Bar, Pub",,"Dinner, Drinks","Reservations, Table Service, Outdoor Seating, Seating, Free off-street parking, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Free Wifi, Accepts Credit Cards, Live Music, Family style, Gift Cards Available",24077843
#1,Fleur de lin,4.5 of 5 bubbles,264 reviews,$$$$|French|Belgian|European,"Lokerenbaan 100, Zele 9240 Belgium",+32 52 44 45 00,http://www.restaurantfleurdelin.be/,http://www.restaurantfleurdelin.be/page/menu,True,info@fleurdelin.be,True,True,4.5,4.5,4.5,4.0,,,No pricing available,"French, Belgian, European","Gluten Free Options, Vegetarian Friendly","Lunch, Dinner","Outdoor Seating, Seating, Parking Available, Free off-street parking, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Wine and Beer, Accepts Mastercard, Accepts Visa, Free Wifi, Reservations, Accepts Credit Cards, Table Service",4895257
#1,Two Cooks,4.5 of 5 bubbles,168 reviews,$$$$|Belgian|European|Vegetarian Friendly,"Paddestraat 5, Velzeke-Ruddershove 9620 Belgium",+32 9 328 85 69,http://www.twocooks.be/,https://twocooks.be/menu/,False,,False,False,4.5,4.5,4.5,3.5,,,No pricing available,"Belgian, European","Vegetarian Friendly, Gluten Free Options","Lunch, Dinner","Reservations, Outdoor Seating, Seating, Wheelchair Accessible, Serves Alcohol, Table Service",2352716
#3,'t Korennaer,4.5 of 5 bubbles,244 reviews,$$$$|French|Belgian|Seafood,"Nieuwkerkenstraat 4, Sint-Niklaas 9100 Belgium",+32 3 778 08 45,http://www.korennaer.be/,http://www.korennaer.be/nl/menu.html,True,info@korennaer.be,False,True,4.5,4.5,4.5,4.0,"Amazing fine food in a wonderful environment, with nice terrace. Quality for us, is the most important thing. More than 250 wines on the wine list.",,€20 - €50,"French, Belgian, European, Seafood","Vegetarian Friendly, Gluten Free Options, Vegan Options","Lunch, Dinner, Late Night","Reservations, Outdoor Seating, Private Dining, Seating, Parking Available, Wheelchair Accessible, Serves Alcohol, Table Service",740776
#26,'t Koningshuis Beef & Burgers,4.5 of 5 bubbles,290 reviews,$$ - $$$|Belgian|Bar,"Oudburg 39, Ghent 9000 Belgium",+32 468 02 05 84,http://www.t-koningshuis.be/,http://www.t-koningshuis.be/foodmenu/,True,,True,False,4.5,4.5,4.0,4.0,,,No pricing available,"Belgian, Bar",,"Lunch, Dinner, Late Night","Takeout, Delivery, Reservations, Outdoor Seating, Seating, Highchairs Available, Serves Alcohol, Full Bar, Table Service, Free Wifi",3809633
#27,Il Folletto,4.5 of 5 bubbles,378 reviews,$$ - $$$|Italian|Mediterranean|European,"Drabstraat 30, Ghent 9000 Belgium",+32 9 234 32 85,http://www.ilfolletto.be/,https://www.ilfolletto.be/menu/,True,,False,False,4.5,4.5,4.5,4.0,,,€5 - €10,"Italian, Mediterranean, European, Romana, Lazio, Central-Italian","Vegetarian Friendly, Vegan Options","Lunch, Dinner, Late Night","Reservations, Seating, Serves Alcohol, Accepts Credit Cards, Table Service, Highchairs Available",798937
#28,Restaurant Lys d'Or,5.0 of 5 bubbles,78 reviews,$$$$|French|Belgian|Seafood,"Charles de Kerchovelaan 81, Ghent 9000 Belgium",+32 9 430 11 30,http://lysdor.be/,https://lysdor.be/menu,True,info@lysdor.be,True,True,5.0,5.0,4.5,-1.0,"Lys d'Or brengt een Belgisch-Franse kwaliteits- en belevingskeuken in een verrassend, kunstzinnig kader. Chef Ignace Wattenberge, winnaar van de prijs ""Eerste Kok van België 2018"", zal u verwennen met verse producten in een discreet kader. Door voldoende ruimte te voorzien tussen de tafels kan u in alle rust praten met uw partner, vrienden of familie. Mogelijkheid tot à la carte en menu-formule.",,€24 - €49,"French, Belgian, Seafood, European, Healthy",Vegetarian Friendly,"Lunch, Dinner","Gift Cards Available, Reservations, Seating, Serves Alcohol, Table Service",19335957
#29,Bari,4.5 of 5 bubbles,164 reviews,$$ - $$$|Italian|Seafood|Mediterranean,"Brabantdam 103 b, Ghent 9000 Belgium",+32 9 223 65 71,http://www.ristorantebari.be/,,True,,True,False,4.5,4.5,4.0,4.0,,,No pricing available,"Italian, Seafood, Mediterranean, European","Vegetarian Friendly, Gluten Free Options","Lunch, Dinner","Reservations, Seating, Serves Alcohol, Table Service, Highchairs Available, Accepts Mastercard, Accepts Visa, Gift Cards Available",740695
#2,De Bakermat,4.5 of 5 bubbles,242 reviews,$$$$|French|Belgian|Seafood,"Leopoldlaan 95, Ninove 9400 Belgium",+32 494 89 56 26,http://resto-debakermat.be/,http://resto-debakermat.be/menu-smaaknuances,False,info@resto-debakermat.be,True,True,4.5,4.5,4.5,4.5,,,No pricing available,"French, Belgian, Seafood, European","Vegetarian Friendly, Gluten Free Options","Lunch, Dinner","Reservations, Outdoor Seating, Seating, Parking Available, Validated Parking, Wheelchair Accessible, Serves Alcohol, Accepts Credit Cards, Table Service",6920236
#30,Fou d'O,4.5 of 5 bubbles,349 reviews,$$ - $$$|French|Belgian|Dutch,"Snepkaai 40 9000, Ghent 9000 Belgium",+32 9 222 46 00,http://www.foudo.be/,https://foudo.be/menu/,True,,True,False,4.5,4.5,4.0,4.0,,,No pricing available,"French, Belgian, Dutch, European, Central European","Vegetarian Friendly, Vegan Options, Gluten Free Options","Lunch, Dinner, Late Night","Reservations, Outdoor Seating, Seating, Parking Available, Validated Parking, Highchairs Available, Serves Alcohol, Full Bar, Free Wifi, Accepts Credit Cards, Table Service",3493781
#1,De Ceder,4.5 of 5 bubbles,137 reviews,$$ - $$$|French|Belgian|Seafood,"Molenstraat 1, Kruibeke 9150 Belgium",+32 3 774 30 52,http://www.restaurantdeceder.be/,http://www.restaurantdeceder.be/documents/home.xml?lang=nl#menu,True,info@restaurantdeceder.be,False,True,5.0,4.5,4.5,4.5,,,€29 - €39,"French, Belgian, Seafood, European","Vegetarian Friendly, Gluten Free Options","Lunch, Dinner","Reservations, Seating, Wheelchair Accessible, Serves Alcohol, Accepts Credit Cards, Table Service, Parking Available",3669846
#31,'t Galgenhuisje,4.5 of 5 bubbles,302 reviews,$|Cafe|Pub,"Groentenmarkt 5, Ghent 9000 Belgium",+32 474 93 00 34,http://www.galgenhuis.be/,,True,galgenhuisgent@outlook.com,False,False,4.0,4.0,4.0,4.0,The smallest bar in Ghent! You can't miss this bar while visiting Ghent...,"Het kleinste café van Gent... maar met een heel groot terras! Bovendien werden onze ondergrondse ruimtes heringericht met oog voor het historische detail. U kan deze huren als locatie voor uw feest, bijeenkomst, receptie,...",No pricing available,"Cafe, Pub",,Drinks,"Outdoor Seating, Seating, Serves Alcohol, Wine and Beer, Cash Only, Table Service, Full Bar",740664
#1,'t Vijfde Seizoen,4.5 of 5 bubbles,235 reviews,$$ - $$$|French|Belgian|European,"Stationsstraat 9, Aalter 9880 Belgium",+32 9 351 74 60,http://www.tvijfdeseizoen.com/,,True,restaurant@tvijfdeseizoen.com,False,True,4.5,4.5,4.5,4.5,,,No pricing available,"French, Belgian, European","Vegetarian Friendly, Vegan Options, Gluten Free Options","Lunch, Dinner","Reservations, Outdoor Seating, Private Dining, Seating, Wheelchair Accessible, Serves Alcohol, Free Wifi, Table Service",3171084
#2,Culeau,4.5 of 5 bubbles,128 reviews,$$ - $$$|Belgian|Dutch|Seafood,"Gentse Steenweg 177, Aalst 9300 Belgium",+32 53 21 18 79,http://www.culeau.be/,http://culeau.be/#menu,True,filip@factory-aalst.be,False,True,4.5,5.0,4.5,-1.0,,CUL’EAU is sinds juni 2017 de culinaire place 2 be in Aalst waar je kan genieten van een heerlijke lunch/diner gebracht door onze chef Dean & zijn team. Gastheren Karim & Filip verwelkomen jullie dan ook met heel veel plezier en hopen dat jullie een fijne tijd beleven tijdens jullie bezoek,€21 - €44,"Belgian, Dutch, Seafood, European","Vegetarian Friendly, Vegan Options, Gluten Free Options","Lunch, Dinner","Reservations, Outdoor Seating, Seating, Parking Available, Free off-street parking, Wheelchair Accessible, Serves Alcohol, Free Wifi, Accepts Credit Cards, Table Service, Full Bar, Accepts Mastercard, Accepts Visa",12789360
#32,Joan,5.0 of 5 bubbles,70 reviews,$$ - $$$|Mediterranean|European|Vegetarian Friendly,"Annonciadenstraat 26, Ghent 9000 Belgium",+32 493 92 83 53,http://joan.gent/,https://joan.gent/menu,True,info@joan.gent,False,False,5.0,5.0,4.5,-1.0,"Meet Joan: a small charming restaurant, located in one of Ghent’s most cosy neighbourhoods: Linkeroever. Open for aperitivo and dinner. Our menu is an ode to the things we love the most: seasonal quality products, combined into simple dishes, but oh-so-good. Everything we make is fresh and homemade. And most of all: made with love! To make it even better, our bar is stacked with over 50 different guilty pleasures. A suprising mock- and cocktail list for the ones who like it special, ánd Belgian beers for beer lovers. Curious about our wine menu? You can discover some exclusive wines of small wineries from all over Italy. P.S: Small bench in front of the window, lush plants in front of the door and some cosy lamps lighting up the façade? That’s us!",,€40 - €70,"European, Mediterranean","Vegetarian Friendly, Gluten Free Options","Dinner, Drinks","Reservations, Seating, Serves Alcohol, Accepts Credit Cards, Table Service",18964710
#3,Kokarde,4.5 of 5 bubbles,185 reviews,$$ - $$$|Belgian|European|Vegetarian Friendly,"Grote Markt 9-10, Dendermonde 9200 Belgium",+32 52 52 05 80,http://www.kokarde.be/,http://www.kokarde.be/index.php/menu/20-lunchmenu,True,info@kokarde.be,False,True,4.5,4.5,4.5,4.0,,,No pricing available,"Belgian, European",Vegetarian Friendly,"Lunch, Dinner","Reservations, Outdoor Seating, Seating, Wheelchair Accessible, Serves Alcohol, Table Service",2599711
#33,Indian Curry House Gent,4.5 of 5 bubbles,366 reviews,$$ - $$$|Indian|Asian|Vegetarian Friendly,"Sint-Michielsstraat 11, Ghent 9000 Belgium",+32 496 67 54 09,http://www.indiancurryhouse.be/,http://www.indiancurryhouse.be/#menu,True,indiancurryhouse@hotmail.com,True,False,4.5,4.5,4.0,-1.0,,,No pricing available,"Indian, Asian","Vegetarian Friendly, Vegan Options, Gluten Free Options","Lunch, Dinner","Takeout, Reservations, Seating, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Accepts Credit Cards, Table Service",7976850
#34,De Rave,4.5 of 5 bubbles,227 reviews,$$ - $$$|French|Belgian|European,"Moerman Carla Schepenhuisstraat 2, Ghent 9000 Belgium",+32 9 225 96 60,http://www.restaurantderave.be/,http://restaurantderave.be/maandmenu.html,True,carla.moerman@hotmail.com,False,False,4.5,4.5,4.5,4.5,,,No pricing available,"French, Belgian, European","Vegetarian Friendly, Gluten Free Options","Lunch, Dinner","Reservations, Seating, Serves Alcohol, Table Service",3248702
#35,Otomat,4.5 of 5 bubbles,499 reviews,$$ - $$$|Pizza|European|Vegetarian Friendly,"Kleine Vismarkt 3, Ghent 9000 Belgium",+32 9 278 04 04,http://www.otomat.be/,https://otomat.be/en/menu/,True,gravensteen@otomat.be,True,False,4.5,4.0,4.0,-1.0,"Heavenly pizzas by Otomat. Otomat is het eerste volwaardig Belgisch pizza concept waar pizza’s delen centraal staat. Kenmerkend en Belgisch is het “beerish” karakter (een twintigtal bieren in ons aanbod), pizza ‘with the Duvel inside’ omwille van het gebruik van Duvel-bier-gist voor onze pizzadeeg, en originele toppings.",,€12 - €25,"Pizza, European","Vegetarian Friendly, Vegan Options","Lunch, Dinner","Highchairs Available, Delivery, Takeout, Outdoor Seating, Seating, Serves Alcohol, Full Bar, Wine and Beer, Digital Payments, Free Wifi, Accepts Credit Cards, Table Service, Gift Cards Available",11748881
#36,Greenway,4.5 of 5 bubbles,243 reviews,$$ - $$$|Fast Food|European|Fusion,"Nederkouter 42, Ghent 9000 Belgium",+32 9 269 07 69,http://www.greenway.be/locations,,True,nederkouter@greenway.be,False,False,4.5,4.5,4.0,4.0,"Greenway delights you with tasty vegetarian experiences. We'll make you wonder about how delicious vegetarian food can be. We offer a selection of veggie world kitchen recipes and serve every month different seasonal suggestions. You'll find as well a range of healthy drinks and juices at Greenway. And not to forget, we are famous for our tasty desserts! Last but not least, we do offer every day different vegan and glutenfree meals! So foodlovers, you are all very welcome at Greenway!",,€6 - €20,"Fast Food, European, Healthy, Fusion","Vegan Options, Vegetarian Friendly, Gluten Free Options","Lunch, Dinner, Brunch","Delivery, Outdoor Seating, Seating, Highchairs Available, Serves Alcohol, Accepts Mastercard, Accepts Visa, Digital Payments, Free Wifi, Takeout, Wheelchair Accessible, Accepts Credit Cards, Table Service, Reservations",1059578
#1,Eat@12,4.5 of 5 bubbles,120 reviews,$$ - $$$|Belgian|Dutch|European,"Doorn 12, Oudenaarde 9700 Belgium",+32 55 31 13 45,http://www.eat12.be/,https://www.eat12.be/menu/,True,doorn12@aarova.be,False,False,4.5,4.5,4.5,-1.0,,,€15 - €33,"Belgian, European, Dutch",Vegetarian Friendly,"Lunch, Dinner","Reservations, Outdoor Seating, Seating, Parking Available, Street Parking, Free off-street parking, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Wine and Beer, Accepts Mastercard, Accepts Visa, Free Wifi, Accepts Credit Cards, Table Service, Private Dining, Digital Payments",8279642
#37,Meme Gusta,4.0 of 5 bubbles,312 reviews,$$ - $$$|Belgian|European|Vegetarian Friendly,"Burgstraat 19, Ghent 9000 Belgium",+32 9 398 23 93,http://www.meme-gusta.be/,,False,info@meme-gusta.be,True,False,4.5,4.0,4.0,-1.0,,,No pricing available,"Belgian, European","Vegetarian Friendly, Gluten Free Options","Lunch, Dinner","Reservations, Seating, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Accepts Credit Cards, Table Service",11576275
#38,Le Grand Bleu,4.5 of 5 bubbles,324 reviews,$$ - $$$|Belgian|Seafood|European,"Snepkaai 15, Ghent 9000 Belgium",+32 9 220 50 25,http://www.legrandbleu.be/,https://www.legrandbleu.be/,True,info@legrandbleu.be,False,False,4.5,4.0,4.5,3.5,,,No pricing available,"Belgian, Seafood, European",,"Lunch, Dinner","Reservations, Seating, Wheelchair Accessible, Serves Alcohol, Table Service, Gift Cards Available",694721
#39,Sushi Palace Gent,4.5 of 5 bubbles,300 reviews,$$ - $$$|Japanese|Sushi|Asian,"Oudburg 37, Ghent 9000 Belgium",+32 9 336 01 02,http://www.sushipalacegent.be/,https://webshop.sushipalacegent.be/Menu,True,info@sushipalacegent.be,False,False,4.5,4.5,4.0,3.5,,,No pricing available,"Fusion, Japanese, Sushi, Asian","Vegetarian Friendly, Vegan Options, Gluten Free Options","Lunch, Dinner","Takeout, Reservations, Outdoor Seating, Seating, Highchairs Available, Serves Alcohol, Table Service",3265769
